user,date,activity
JCR0289,01/04/2010 08:58:00,Logon
JCR0289,01/04/2010 18:05:00,Logoff
JCR0289,01/05/2010 09:02:00,Logon
JCR0289,01/05/2010 18:08:00,Logoff
JCR0289,01/06/2010 09:02:00,Logon
JCR0289,01/06/2010 17:57:00,Logoff
JCR0289,01/07/2010 09:00:00,Logon
JCR0289,01/07/2010 17:59:00,Logoff
JCR0289,01/08/2010 08:54:00,Logon
JCR0289,01/08/2010 17:59:00,Logoff
JCR0289,01/11/2010 08:59:00,Logon
JCR0289,01/11/2010 18:01:00,Logoff
JCR0289,01/12/2010 08:51:00,Logon
JCR0289,01/12/2010 18:00:00,Logoff
JCR0289,01/13/2010 09:02:00,Logon
