user,date,activity
KSP0966,01/04/2010 08:54:21,email
KSP0966,01/04/2010 07:16:47,http
KSP0966,01/04/2010 07:24:54,http
KSP0966,01/04/2010 07:02:00,Logon
KSP0966,01/04/2010 16:20:00,Logoff
KSP0966,01/05/2010 07:17:00,Logon
KSP0966,01/05/2010 16:12:00,Logoff
KSP0966,01/06/2010 07:01:00,Logon
KSP0966,01/06/2010 16:29:00,Logoff
KSP0966,01/07/2010 07:17:00,Logon
KSP0966,01/07/2010 16:14:00,Logoff
KSP0966,01/08/2010 07:10:00,Logon
KSP0966,01/08/2010 16:18:00,Logoff
KSP0966,01/11/2010 07:08:00,Logon
KSP0966,01/11/2010 16:23:00,Logoff
KSP0966,01/12/2010 07:15:00,Logon
KSP0966,01/12/2010 16:21:00,Logoff
KSP0966,01/13/2010 07:16:00,Logon
