user,date,activity
UBF0645,01/04/2010 13:12:17,email
UBF0645,01/04/2010 13:48:55,email
UBF0645,01/04/2010 15:30:52,email
UBF0645,01/04/2010 09:02:00,Logon
UBF0645,01/04/2010 21:26:00,Logoff
UBF0645,01/05/2010 09:16:00,Logon
UBF0645,01/05/2010 21:08:00,Logoff
UBF0645,01/06/2010 09:10:00,Logon
UBF0645,01/06/2010 21:26:00,Logoff
UBF0645,01/07/2010 09:18:00,Logon
UBF0645,01/07/2010 21:15:00,Logoff
UBF0645,01/08/2010 09:16:00,Logon
UBF0645,01/08/2010 21:13:00,Logoff
UBF0645,01/11/2010 09:12:00,Logon
UBF0645,01/11/2010 21:15:00,Logoff
UBF0645,01/12/2010 09:00:00,Logon
UBF0645,01/12/2010 21:26:00,Logoff
