user,date,activity
BBG0325,01/04/2010 09:08:42,Connect
BBG0325,01/04/2010 09:11:35,Disconnect
BBG0325,01/05/2010 14:23:41,Connect
BBG0325,01/05/2010 14:43:00,Disconnect
BBG0325,01/06/2010 10:21:12,Connect
BBG0325,01/06/2010 10:23:09,Disconnect
BBG0325,01/11/2010 10:06:35,Connect
BBG0325,01/11/2010 10:32:29,Disconnect
BBG0325,01/11/2010 10:44:32,Connect
BBG0325,01/11/2010 11:06:43,Disconnect
BBG0325,01/11/2010 11:56:18,Connect
BBG0325,01/11/2010 12:07:45,Disconnect
BBG0325,01/13/2010 08:07:11,Connect
BBG0325,01/13/2010 08:41:49,Disconnect
BBG0325,01/13/2010 10:54:52,Connect
BBG0325,01/13/2010 10:56:01,Disconnect
BBG0325,01/04/2010 09:18:37,email
BBG0325,01/04/2010 09:24:45,email
BBG0325,01/04/2010 09:28:03,email
BBG0325,01/04/2010 12:00:50,email
BBG0325,01/04/2010 12:13:04,email
BBG0325,01/04/2010 12:16:30,email
BBG0325,01/04/2010 12:16:35,email
BBG0325,01/04/2010 12:17:25,email
BBG0325,01/04/2010 12:17:28,email
BBG0325,01/04/2010 12:21:24,email
BBG0325,01/04/2010 12:25:39,email
BBG0325,01/04/2010 12:28:20,email
BBG0325,01/04/2010 12:30:41,email
BBG0325,01/04/2010 12:48:11,email
BBG0325,01/04/2010 15:12:47,email
BBG0325,01/05/2010 14:24:00,file
BBG0325,01/05/2010 14:25:40,file
BBG0325,01/05/2010 14:29:33,file
BBG0325,01/05/2010 14:37:38,file
BBG0325,01/06/2010 10:21:14,file
BBG0325,01/06/2010 10:22:44,file
BBG0325,01/04/2010 07:37:52,http
BBG0325,01/04/2010 07:37:57,http
BBG0325,01/04/2010 07:32:00,Logon
BBG0325,01/04/2010 15:54:00,Logoff
BBG0325,01/05/2010 07:45:00,Logon
BBG0325,01/05/2010 12:58:02,Logon
BBG0325,01/05/2010 15:45:00,Logoff
BBG0325,01/06/2010 07:39:00,Logon
BBG0325,01/06/2010 15:45:00,Logoff
BBG0325,01/07/2010 07:45:00,Logon
BBG0325,01/07/2010 12:46:33,Logon
BBG0325,01/07/2010 15:45:00,Logoff
BBG0325,01/08/2010 07:36:00,Logon
BBG0325,01/08/2010 10:51:24,Logon
BBG0325,01/08/2010 15:45:00,Logoff
BBG0325,01/11/2010 07:31:00,Logon
BBG0325,01/11/2010 15:50:00,Logoff
BBG0325,01/12/2010 07:30:00,Logon
BBG0325,01/12/2010 11:22:06,Logon
BBG0325,01/12/2010 15:45:00,Logoff
BBG0325,01/13/2010 07:45:00,Logon
