user,date,activity
GCS0518,01/04/2010 11:28:59,email
GCS0518,01/04/2010 13:57:55,email
GCS0518,01/04/2010 14:22:11,email
GCS0518,01/04/2010 08:55:00,Logon
GCS0518,01/04/2010 17:10:00,Logoff
GCS0518,01/05/2010 09:00:00,Logon
GCS0518,01/05/2010 17:07:00,Logoff
GCS0518,01/06/2010 08:47:00,Logon
GCS0518,01/06/2010 17:10:00,Logoff
GCS0518,01/07/2010 09:00:00,Logon
GCS0518,01/07/2010 16:56:00,Logoff
GCS0518,01/08/2010 09:01:00,Logon
GCS0518,01/08/2010 17:10:00,Logoff
GCS0518,01/11/2010 08:57:00,Logon
GCS0518,01/11/2010 17:15:00,Logoff
GCS0518,01/12/2010 08:51:00,Logon
GCS0518,01/12/2010 17:02:00,Logoff
GCS0518,01/13/2010 09:01:00,Logon
