user,date,activity
SEJ0677,01/04/2010 10:46:33,email
SEJ0677,01/04/2010 11:26:16,email
SEJ0677,01/04/2010 11:36:36,email
SEJ0677,01/04/2010 11:49:42,email
SEJ0677,01/04/2010 12:15:55,email
SEJ0677,01/04/2010 13:24:29,email
SEJ0677,01/04/2010 13:27:16,email
SEJ0677,01/04/2010 13:28:24,email
SEJ0677,01/04/2010 13:29:11,email
SEJ0677,01/04/2010 07:48:00,Logon
SEJ0677,01/04/2010 16:02:00,Logoff
SEJ0677,01/05/2010 08:03:00,Logon
SEJ0677,01/05/2010 16:11:00,Logoff
SEJ0677,01/06/2010 07:57:00,Logon
SEJ0677,01/06/2010 15:58:00,Logoff
SEJ0677,01/07/2010 08:02:00,Logon
SEJ0677,01/07/2010 16:00:00,Logoff
SEJ0677,01/08/2010 08:00:00,Logon
SEJ0677,01/08/2010 15:59:00,Logoff
SEJ0677,01/11/2010 07:50:00,Logon
SEJ0677,01/11/2010 16:04:00,Logoff
SEJ0677,01/12/2010 07:48:00,Logon
SEJ0677,01/12/2010 16:10:00,Logoff
SEJ0677,01/13/2010 08:03:00,Logon
