user,date,activity
IBP0883,01/04/2010 09:24:07,email
IBP0883,01/04/2010 09:57:48,email
IBP0883,01/04/2010 13:12:16,email
IBP0883,01/04/2010 09:14:00,Logon
IBP0883,01/04/2010 12:45:15,Logon
IBP0883,01/04/2010 18:19:00,Logoff
IBP0883,01/05/2010 09:21:00,Logon
IBP0883,01/05/2010 14:34:26,Logon
IBP0883,01/05/2010 18:09:00,Logoff
IBP0883,01/06/2010 09:10:00,Logon
IBP0883,01/06/2010 18:22:00,Logoff
IBP0883,01/06/2010 22:04:53,Logon
IBP0883,01/06/2010 23:19:41,Logoff
IBP0883,01/07/2010 09:24:00,Logon
IBP0883,01/07/2010 15:20:18,Logon
IBP0883,01/07/2010 18:13:00,Logoff
IBP0883,01/08/2010 09:05:00,Logon
IBP0883,01/08/2010 14:07:47,Logon
IBP0883,01/08/2010 18:08:00,Logoff
IBP0883,01/11/2010 09:02:00,Logon
IBP0883,01/11/2010 18:18:00,Logoff
IBP0883,01/12/2010 02:48:50,Logon
IBP0883,01/12/2010 05:24:36,Logoff
IBP0883,01/12/2010 09:13:00,Logon
IBP0883,01/12/2010 14:25:38,Logon
IBP0883,01/12/2010 18:25:00,Logoff
IBP0883,01/13/2010 09:17:00,Logon
