user,date,activity
MCT0720,01/04/2010 08:16:19,email
MCT0720,01/04/2010 07:38:00,Logon
MCT0720,01/04/2010 16:47:00,Logoff
MCT0720,01/05/2010 07:49:00,Logon
MCT0720,01/05/2010 16:45:00,Logoff
MCT0720,01/06/2010 07:32:00,Logon
MCT0720,01/06/2010 16:48:00,Logoff
MCT0720,01/07/2010 07:47:00,Logon
MCT0720,01/07/2010 16:43:00,Logoff
MCT0720,01/08/2010 07:41:00,Logon
MCT0720,01/08/2010 16:42:00,Logoff
MCT0720,01/11/2010 07:36:00,Logon
MCT0720,01/11/2010 16:47:00,Logoff
MCT0720,01/12/2010 07:34:00,Logon
MCT0720,01/12/2010 16:52:00,Logoff
MCT0720,01/13/2010 07:48:00,Logon
