user,date,activity
IEB0153,01/04/2010 09:34:32,email
IEB0153,01/04/2010 12:42:28,email
IEB0153,01/04/2010 14:30:38,email
IEB0153,01/04/2010 14:48:13,email
IEB0153,01/04/2010 14:57:08,email
IEB0153,01/05/2010 08:36:57,email
IEB0153,01/05/2010 08:37:11,email
IEB0153,01/05/2010 08:42:39,email
IEB0153,01/04/2010 08:28:00,Logon
IEB0153,01/04/2010 18:38:00,Logoff
IEB0153,01/05/2010 08:34:00,Logon
IEB0153,01/05/2010 18:24:00,Logoff
IEB0153,01/06/2010 08:16:00,Logon
IEB0153,01/06/2010 18:43:00,Logoff
IEB0153,01/07/2010 08:32:00,Logon
IEB0153,01/07/2010 18:26:00,Logoff
IEB0153,01/08/2010 08:39:00,Logon
IEB0153,01/08/2010 18:26:00,Logoff
IEB0153,01/09/2010 08:21:00,Logon
IEB0153,01/09/2010 18:31:00,Logoff
IEB0153,01/11/2010 08:20:00,Logon
IEB0153,01/11/2010 18:38:00,Logoff
IEB0153,01/12/2010 08:36:00,Logon
IEB0153,01/12/2010 18:23:00,Logoff
IEB0153,01/13/2010 08:22:00,Logon
