user,date,activity
JRH0455,01/04/2010 16:34:22,email
JRH0455,01/04/2010 07:46:00,Logon
JRH0455,01/04/2010 18:03:00,Logoff
JRH0455,01/05/2010 07:54:00,Logon
JRH0455,01/05/2010 18:09:00,Logoff
JRH0455,01/06/2010 08:00:00,Logon
JRH0455,01/06/2010 18:00:00,Logoff
JRH0455,01/07/2010 08:07:00,Logon
JRH0455,01/07/2010 17:50:00,Logoff
JRH0455,01/08/2010 08:06:00,Logon
JRH0455,01/08/2010 17:57:00,Logoff
JRH0455,01/11/2010 07:56:00,Logon
JRH0455,01/11/2010 18:14:00,Logoff
JRH0455,01/12/2010 07:55:00,Logon
JRH0455,01/12/2010 18:14:00,Logoff
JRH0455,01/13/2010 08:08:00,Logon
