user,date,activity
CRD0624,01/04/2010 09:35:51,email
CRD0624,01/04/2010 09:55:14,email
CRD0624,01/04/2010 10:34:46,email
CRD0624,01/04/2010 12:38:41,email
CRD0624,01/04/2010 12:56:35,email
CRD0624,01/04/2010 14:33:01,email
CRD0624,01/04/2010 14:33:09,email
CRD0624,01/04/2010 14:52:27,email
CRD0624,01/04/2010 14:55:49,email
CRD0624,01/04/2010 15:28:44,email
CRD0624,01/04/2010 15:31:59,email
CRD0624,01/04/2010 15:32:47,email
CRD0624,01/04/2010 15:37:22,email
CRD0624,01/04/2010 15:44:48,email
CRD0624,01/04/2010 15:58:12,email
CRD0624,01/05/2010 08:22:24,email
CRD0624,01/05/2010 08:25:33,email
CRD0624,01/05/2010 08:25:46,email
CRD0624,01/04/2010 07:48:00,Logon
CRD0624,01/04/2010 17:13:00,Logoff
CRD0624,01/05/2010 08:00:00,Logon
CRD0624,01/05/2010 17:15:00,Logoff
CRD0624,01/06/2010 07:55:00,Logon
CRD0624,01/06/2010 16:53:00,Logoff
CRD0624,01/07/2010 05:18:27,Logon
CRD0624,01/07/2010 06:00:16,Logoff
CRD0624,01/07/2010 08:01:00,Logon
CRD0624,01/07/2010 16:54:00,Logoff
CRD0624,01/08/2010 08:05:00,Logon
CRD0624,01/08/2010 17:04:00,Logoff
CRD0624,01/11/2010 07:55:00,Logon
CRD0624,01/11/2010 17:07:00,Logoff
CRD0624,01/12/2010 08:02:00,Logon
CRD0624,01/12/2010 16:54:00,Logoff
CRD0624,01/13/2010 08:00:00,Logon
