user,date,activity
HOB0994,01/04/2010 09:04:59,email
HOB0994,01/04/2010 09:06:26,email
HOB0994,01/04/2010 09:10:12,email
HOB0994,01/04/2010 09:10:14,email
HOB0994,01/04/2010 09:11:01,email
HOB0994,01/04/2010 09:11:31,email
HOB0994,01/04/2010 09:12:30,email
HOB0994,01/04/2010 10:24:07,email
HOB0994,01/04/2010 16:17:36,email
HOB0994,01/04/2010 09:03:00,Logon
HOB0994,01/04/2010 21:18:00,Logoff
HOB0994,01/05/2010 09:19:00,Logon
HOB0994,01/05/2010 21:15:00,Logoff
HOB0994,01/06/2010 09:01:00,Logon
HOB0994,01/06/2010 21:14:00,Logoff
HOB0994,01/07/2010 09:15:00,Logon
HOB0994,01/07/2010 21:15:00,Logoff
HOB0994,01/08/2010 09:16:00,Logon
HOB0994,01/08/2010 21:17:00,Logoff
HOB0994,01/11/2010 09:10:00,Logon
HOB0994,01/11/2010 21:28:00,Logoff
HOB0994,01/12/2010 09:01:00,Logon
HOB0994,01/12/2010 21:19:00,Logoff
HOB0994,01/13/2010 09:16:00,Logon
