user,date,activity
HAH0760,01/04/2010 09:14:41,Connect
HAH0760,01/04/2010 09:20:47,Disconnect
HAH0760,01/04/2010 11:18:36,Connect
HAH0760,01/04/2010 11:20:50,Disconnect
HAH0760,01/04/2010 12:44:52,Connect
HAH0760,01/04/2010 12:55:42,Disconnect
HAH0760,01/04/2010 16:02:37,Connect
HAH0760,01/04/2010 16:33:36,Disconnect
HAH0760,01/05/2010 10:40:50,Connect
HAH0760,01/05/2010 10:44:49,Disconnect
HAH0760,01/06/2010 08:39:20,Connect
HAH0760,01/06/2010 10:58:34,Disconnect
HAH0760,01/06/2010 11:20:15,Connect
HAH0760,01/06/2010 11:25:11,Disconnect
HAH0760,01/06/2010 11:35:49,Connect
HAH0760,01/07/2010 09:20:41,Connect
HAH0760,01/07/2010 09:30:44,Disconnect
HAH0760,01/07/2010 14:50:17,Connect
HAH0760,01/07/2010 15:07:06,Disconnect
HAH0760,01/08/2010 15:06:59,Connect
HAH0760,01/08/2010 15:56:17,Disconnect
HAH0760,01/11/2010 14:21:59,Connect
HAH0760,01/11/2010 16:22:20,Disconnect
HAH0760,01/12/2010 15:01:15,Connect
HAH0760,01/12/2010 15:16:33,Disconnect
HAH0760,01/13/2010 14:28:39,Connect
HAH0760,01/04/2010 12:02:18,email
HAH0760,01/04/2010 13:14:07,email
HAH0760,01/04/2010 13:20:16,email
HAH0760,01/04/2010 09:16:34,file
HAH0760,01/04/2010 11:20:32,file
HAH0760,01/04/2010 12:49:26,file
HAH0760,01/04/2010 12:52:17,file
HAH0760,01/04/2010 12:52:25,file
HAH0760,01/04/2010 12:53:42,file
HAH0760,01/04/2010 16:28:48,file
HAH0760,01/05/2010 10:41:29,file
HAH0760,01/05/2010 10:42:44,file
HAH0760,01/05/2010 10:43:21,file
HAH0760,01/05/2010 10:44:11,file
HAH0760,01/06/2010 08:40:50,file
HAH0760,01/06/2010 09:25:14,file
HAH0760,01/06/2010 09:42:27,file
HAH0760,01/06/2010 10:18:47,file
HAH0760,01/07/2010 09:21:55,file
HAH0760,01/07/2010 09:25:25,file
HAH0760,01/07/2010 09:25:29,file
HAH0760,01/07/2010 09:27:50,file
HAH0760,01/07/2010 09:28:45,file
HAH0760,01/07/2010 09:30:37,file
HAH0760,01/07/2010 14:53:03,file
HAH0760,01/07/2010 14:54:39,file
HAH0760,01/08/2010 15:10:06,file
HAH0760,01/08/2010 15:13:09,file
HAH0760,01/08/2010 15:25:35,file
HAH0760,01/08/2010 15:27:49,file
HAH0760,01/08/2010 15:31:03,file
HAH0760,01/11/2010 14:36:59,file
HAH0760,01/11/2010 14:47:28,file
HAH0760,01/12/2010 15:02:15,file
HAH0760,01/12/2010 15:03:45,file
HAH0760,01/12/2010 15:09:45,file
HAH0760,01/12/2010 15:10:47,file
HAH0760,01/12/2010 15:11:47,file
HAH0760,01/12/2010 15:12:42,file
HAH0760,01/12/2010 15:12:55,file
HAH0760,01/04/2010 08:20:00,Logon
HAH0760,01/04/2010 11:54:44,Logon
HAH0760,01/04/2010 16:42:00,Logoff
HAH0760,01/05/2010 08:42:00,Logon
HAH0760,01/05/2010 14:28:23,Logon
HAH0760,01/05/2010 16:23:00,Logoff
HAH0760,01/06/2010 08:28:00,Logon
HAH0760,01/06/2010 16:43:00,Logoff
HAH0760,01/07/2010 08:42:00,Logon
HAH0760,01/07/2010 13:15:40,Logon
HAH0760,01/07/2010 16:28:00,Logoff
HAH0760,01/08/2010 08:38:00,Logon
HAH0760,01/08/2010 13:28:18,Logon
HAH0760,01/08/2010 16:32:00,Logoff
HAH0760,01/11/2010 08:29:00,Logon
HAH0760,01/11/2010 14:07:30,Logon
HAH0760,01/11/2010 16:39:00,Logoff
HAH0760,01/12/2010 08:32:00,Logon
HAH0760,01/12/2010 13:05:25,Logon
HAH0760,01/12/2010 16:34:00,Logoff
HAH0760,01/13/2010 08:35:00,Logon
