user,date,activity
DIB0285,01/04/2010 10:02:49,Connect
DIB0285,01/04/2010 11:02:24,Disconnect
DIB0285,01/04/2010 11:18:48,Connect
DIB0285,01/04/2010 12:46:42,Disconnect
DIB0285,01/04/2010 13:17:07,Connect
DIB0285,01/04/2010 13:34:12,Disconnect
DIB0285,01/05/2010 10:12:37,Connect
DIB0285,01/05/2010 10:49:27,Disconnect
DIB0285,01/05/2010 13:40:42,Connect
DIB0285,01/05/2010 13:44:09,Disconnect
DIB0285,01/06/2010 13:33:53,Connect
DIB0285,01/06/2010 13:53:09,Disconnect
DIB0285,01/06/2010 14:16:37,Connect
DIB0285,01/06/2010 17:17:03,Disconnect
DIB0285,01/07/2010 10:03:20,Connect
DIB0285,01/07/2010 10:38:01,Disconnect
DIB0285,01/07/2010 12:49:23,Connect
DIB0285,01/07/2010 13:21:49,Disconnect
DIB0285,01/07/2010 14:23:38,Connect
DIB0285,01/07/2010 15:12:09,Disconnect
DIB0285,01/08/2010 09:23:05,Connect
DIB0285,01/08/2010 10:12:15,Disconnect
DIB0285,01/08/2010 14:15:26,Connect
DIB0285,01/08/2010 14:27:19,Disconnect
DIB0285,01/11/2010 09:40:50,Connect
DIB0285,01/11/2010 10:35:09,Disconnect
DIB0285,01/11/2010 15:58:25,Connect
DIB0285,01/11/2010 16:17:15,Disconnect
DIB0285,01/12/2010 15:47:22,Connect
DIB0285,01/12/2010 15:57:56,Disconnect
DIB0285,01/12/2010 16:22:48,Connect
DIB0285,01/12/2010 16:29:56,Disconnect
DIB0285,01/12/2010 16:36:05,Connect
DIB0285,01/12/2010 16:36:42,Disconnect
DIB0285,01/13/2010 12:48:10,Connect
DIB0285,01/13/2010 12:57:22,Disconnect
DIB0285,01/04/2010 17:38:17,email
DIB0285,01/04/2010 17:38:18,email
DIB0285,01/04/2010 17:39:08,email
DIB0285,01/04/2010 17:50:39,email
DIB0285,01/04/2010 10:44:34,file
DIB0285,01/04/2010 11:23:35,file
DIB0285,01/04/2010 13:28:27,file
DIB0285,01/05/2010 10:15:33,file
DIB0285,01/05/2010 10:33:23,file
DIB0285,01/06/2010 14:43:49,file
DIB0285,01/06/2010 15:13:23,file
DIB0285,01/06/2010 16:54:42,file
DIB0285,01/07/2010 10:18:56,file
DIB0285,01/07/2010 10:35:48,file
DIB0285,01/07/2010 13:06:49,file
DIB0285,01/07/2010 14:51:22,file
DIB0285,01/07/2010 15:05:22,file
DIB0285,01/08/2010 14:18:45,file
DIB0285,01/11/2010 10:01:55,file
DIB0285,01/11/2010 16:16:54,file
DIB0285,01/04/2010 09:09:00,Logon
DIB0285,01/04/2010 18:27:00,Logoff
DIB0285,01/05/2010 09:17:00,Logon
DIB0285,01/05/2010 18:14:00,Logoff
DIB0285,01/06/2010 09:15:00,Logon
DIB0285,01/06/2010 18:25:00,Logoff
DIB0285,01/07/2010 09:17:00,Logon
DIB0285,01/07/2010 18:15:00,Logoff
DIB0285,01/08/2010 09:15:00,Logon
DIB0285,01/08/2010 18:15:00,Logoff
DIB0285,01/11/2010 09:00:00,Logon
DIB0285,01/11/2010 18:30:00,Logoff
DIB0285,01/12/2010 09:01:00,Logon
DIB0285,01/12/2010 18:29:00,Logoff
DIB0285,01/13/2010 09:15:00,Logon
