user,date,activity
AKH0758,01/04/2010 15:21:36,email
AKH0758,01/04/2010 15:43:34,email
AKH0758,01/04/2010 15:56:25,email
AKH0758,01/04/2010 08:22:00,Logon
AKH0758,01/04/2010 16:34:00,Logoff
AKH0758,01/05/2010 08:30:00,Logon
AKH0758,01/05/2010 16:26:00,Logoff
AKH0758,01/06/2010 08:17:00,Logon
AKH0758,01/06/2010 16:36:00,Logoff
AKH0758,01/07/2010 08:31:00,Logon
AKH0758,01/07/2010 16:30:00,Logoff
AKH0758,01/08/2010 08:34:00,Logon
AKH0758,01/08/2010 16:30:00,Logoff
AKH0758,01/11/2010 08:28:00,Logon
AKH0758,01/11/2010 16:28:00,Logoff
AKH0758,01/12/2010 08:33:00,Logon
AKH0758,01/12/2010 16:37:00,Logoff
AKH0758,01/13/2010 08:32:00,Logon
