user,date,activity
ESA0642,01/04/2010 16:58:06,email
ESA0642,01/04/2010 20:28:44,email
ESA0642,01/04/2010 21:00:08,email
ESA0642,01/04/2010 09:06:00,Logon
ESA0642,01/04/2010 21:22:00,Logoff
ESA0642,01/05/2010 09:19:00,Logon
ESA0642,01/05/2010 21:12:00,Logoff
ESA0642,01/06/2010 09:12:00,Logon
ESA0642,01/06/2010 21:29:00,Logoff
ESA0642,01/07/2010 09:18:00,Logon
ESA0642,01/07/2010 21:12:00,Logoff
ESA0642,01/08/2010 09:21:00,Logon
ESA0642,01/08/2010 21:26:00,Logoff
ESA0642,01/11/2010 09:07:00,Logon
ESA0642,01/11/2010 21:23:00,Logoff
ESA0642,01/12/2010 09:13:00,Logon
ESA0642,01/12/2010 21:15:00,Logoff
ESA0642,01/13/2010 09:15:00,Logon
