user,date,activity
FRB0023,01/04/2010 08:29:39,email
FRB0023,01/04/2010 10:12:51,email
FRB0023,01/04/2010 10:15:49,email
FRB0023,01/04/2010 14:24:00,email
FRB0023,01/04/2010 14:24:18,email
FRB0023,01/04/2010 14:24:38,email
FRB0023,01/04/2010 14:29:33,email
FRB0023,01/04/2010 14:30:41,email
FRB0023,01/04/2010 14:31:47,email
FRB0023,01/04/2010 14:31:52,email
FRB0023,01/04/2010 14:32:23,email
FRB0023,01/04/2010 07:31:36,http
FRB0023,01/04/2010 07:33:40,http
FRB0023,01/04/2010 07:35:00,http
FRB0023,01/04/2010 07:38:02,http
FRB0023,01/04/2010 07:38:44,http
FRB0023,01/04/2010 07:38:51,http
FRB0023,01/04/2010 07:39:14,http
FRB0023,01/04/2010 07:40:21,http
FRB0023,01/04/2010 07:47:13,http
FRB0023,01/04/2010 07:49:49,http
FRB0023,01/04/2010 07:28:00,Logon
FRB0023,01/04/2010 15:42:00,Logoff
FRB0023,01/05/2010 07:42:00,Logon
FRB0023,01/05/2010 15:19:00,Logoff
FRB0023,01/06/2010 07:27:00,Logon
FRB0023,01/06/2010 15:26:00,Logoff
FRB0023,01/07/2010 07:32:00,Logon
FRB0023,01/07/2010 15:21:00,Logoff
FRB0023,01/08/2010 07:29:00,Logon
FRB0023,01/08/2010 15:26:00,Logoff
FRB0023,01/11/2010 07:22:00,Logon
FRB0023,01/11/2010 15:31:00,Logoff
FRB0023,01/12/2010 07:25:00,Logon
FRB0023,01/12/2010 15:42:00,Logoff
FRB0023,01/13/2010 07:41:00,Logon
