user,date,activity
CAB0614,01/04/2010 10:30:24,Connect
CAB0614,01/04/2010 11:18:46,Disconnect
CAB0614,01/04/2010 11:50:08,Connect
CAB0614,01/04/2010 12:06:01,Disconnect
CAB0614,01/05/2010 08:05:46,Connect
CAB0614,01/05/2010 08:13:36,Disconnect
CAB0614,01/05/2010 08:16:59,Connect
CAB0614,01/05/2010 08:20:18,Disconnect
CAB0614,01/05/2010 08:25:14,Connect
CAB0614,01/05/2010 08:59:01,Disconnect
CAB0614,01/06/2010 09:15:23,Connect
CAB0614,01/06/2010 09:47:39,Disconnect
CAB0614,01/06/2010 14:45:16,Connect
CAB0614,01/06/2010 15:25:40,Disconnect
CAB0614,01/08/2010 15:07:22,Connect
CAB0614,01/08/2010 15:09:49,Disconnect
CAB0614,01/11/2010 15:35:09,Connect
CAB0614,01/11/2010 16:23:48,Disconnect
CAB0614,01/13/2010 13:08:49,Connect
CAB0614,01/13/2010 13:12:07,Disconnect
CAB0614,01/04/2010 07:58:13,email
CAB0614,01/04/2010 07:58:37,email
CAB0614,01/04/2010 07:59:09,email
CAB0614,01/04/2010 15:35:18,email
CAB0614,01/04/2010 15:35:40,email
CAB0614,01/04/2010 15:36:05,email
CAB0614,01/04/2010 15:36:47,email
CAB0614,01/04/2010 15:37:38,email
CAB0614,01/04/2010 15:38:06,email
CAB0614,01/04/2010 15:38:54,email
CAB0614,01/04/2010 15:39:55,email
CAB0614,01/04/2010 15:40:33,email
CAB0614,01/04/2010 15:41:05,email
CAB0614,01/04/2010 15:41:08,email
CAB0614,01/04/2010 15:42:54,email
CAB0614,01/04/2010 15:43:12,email
CAB0614,01/05/2010 08:04:13,email
CAB0614,01/05/2010 08:06:03,email
CAB0614,01/05/2010 08:11:57,email
CAB0614,01/05/2010 08:12:29,email
CAB0614,01/05/2010 08:16:36,email
CAB0614,01/05/2010 08:19:31,email
CAB0614,01/05/2010 08:19:54,email
CAB0614,01/05/2010 08:28:19,email
CAB0614,01/05/2010 08:34:13,email
CAB0614,01/05/2010 08:37:47,email
CAB0614,01/05/2010 08:41:00,email
CAB0614,01/05/2010 08:47:49,email
CAB0614,01/05/2010 08:50:56,email
CAB0614,01/05/2010 08:55:19,email
CAB0614,01/05/2010 08:57:27,email
CAB0614,01/05/2010 09:04:25,email
CAB0614,01/05/2010 08:12:07,file
CAB0614,01/05/2010 08:12:52,file
CAB0614,01/05/2010 08:27:23,file
CAB0614,01/05/2010 08:29:56,file
CAB0614,01/05/2010 08:30:44,file
CAB0614,01/05/2010 08:36:43,file
CAB0614,01/05/2010 08:41:16,file
CAB0614,01/06/2010 09:16:25,file
CAB0614,01/06/2010 09:28:16,file
CAB0614,01/06/2010 09:43:48,file
CAB0614,01/06/2010 14:47:16,file
CAB0614,01/06/2010 15:04:20,file
CAB0614,01/08/2010 15:08:19,file
CAB0614,01/08/2010 15:09:11,file
CAB0614,01/04/2010 07:53:00,Logon
CAB0614,01/04/2010 13:38:04,Logon
CAB0614,01/04/2010 17:08:00,Logoff
CAB0614,01/05/2010 08:02:00,Logon
CAB0614,01/05/2010 13:02:55,Logon
CAB0614,01/05/2010 16:57:00,Logoff
CAB0614,01/06/2010 07:46:00,Logon
CAB0614,01/06/2010 12:12:54,Logon
CAB0614,01/06/2010 17:01:00,Logoff
CAB0614,01/07/2010 08:03:00,Logon
CAB0614,01/07/2010 10:17:55,Logon
CAB0614,01/07/2010 17:00:00,Logoff
CAB0614,01/08/2010 07:54:00,Logon
CAB0614,01/08/2010 12:40:28,Logon
CAB0614,01/08/2010 16:59:00,Logoff
CAB0614,01/11/2010 08:00:00,Logon
CAB0614,01/11/2010 17:11:00,Logoff
CAB0614,01/12/2010 07:51:00,Logon
CAB0614,01/12/2010 12:44:17,Logon
CAB0614,01/12/2010 17:00:00,Logoff
CAB0614,01/13/2010 08:00:00,Logon
