user,date,activity
SES0477,01/04/2010 10:56:02,email
SES0477,01/04/2010 10:56:05,email
SES0477,01/04/2010 10:56:27,email
SES0477,01/04/2010 10:57:04,email
SES0477,01/04/2010 10:57:20,email
SES0477,01/04/2010 10:57:25,email
SES0477,01/04/2010 10:57:32,email
SES0477,01/04/2010 10:58:15,email
SES0477,01/04/2010 10:58:30,email
SES0477,01/04/2010 10:58:47,email
SES0477,01/04/2010 11:01:19,email
SES0477,01/04/2010 11:04:26,email
SES0477,01/04/2010 11:09:07,email
SES0477,01/04/2010 11:09:36,email
SES0477,01/04/2010 16:03:07,email
SES0477,01/05/2010 09:03:58,email
SES0477,01/05/2010 09:04:22,email
SES0477,01/05/2010 09:12:36,email
SES0477,01/04/2010 08:07:00,Logon
SES0477,01/04/2010 13:08:01,Logon
SES0477,01/04/2010 17:30:00,Logoff
SES0477,01/05/2010 08:16:00,Logon
SES0477,01/05/2010 14:05:03,Logon
SES0477,01/05/2010 17:14:00,Logoff
SES0477,01/06/2010 08:02:00,Logon
SES0477,01/06/2010 17:21:00,Logoff
SES0477,01/07/2010 08:15:00,Logon
SES0477,01/07/2010 13:23:35,Logon
SES0477,01/07/2010 17:14:00,Logoff
SES0477,01/08/2010 08:03:00,Logon
SES0477,01/08/2010 12:49:04,Logon
SES0477,01/08/2010 17:29:00,Logoff
SES0477,01/11/2010 08:14:00,Logon
SES0477,01/11/2010 17:30:00,Logoff
SES0477,01/12/2010 08:02:00,Logon
SES0477,01/12/2010 12:49:48,Logon
SES0477,01/12/2010 17:19:00,Logoff
SES0477,01/13/2010 08:19:00,Logon
