user,date,activity
NAF0326,01/03/2010 11:06:13,Connect
NAF0326,01/03/2010 11:15:11,Disconnect
NAF0326,01/03/2010 13:53:43,Connect
NAF0326,01/03/2010 14:45:27,Disconnect
NAF0326,01/03/2010 15:00:22,Connect
NAF0326,01/03/2010 15:27:55,Disconnect
NAF0326,01/04/2010 10:26:12,Connect
NAF0326,01/04/2010 11:39:02,Disconnect
NAF0326,01/05/2010 12:34:33,Connect
NAF0326,01/05/2010 12:47:40,Disconnect
NAF0326,01/06/2010 14:17:39,Connect
NAF0326,01/06/2010 14:32:53,Disconnect
NAF0326,01/06/2010 14:58:16,Connect
NAF0326,01/06/2010 15:04:44,Disconnect
NAF0326,01/06/2010 15:09:34,Connect
NAF0326,01/06/2010 15:13:12,Disconnect
NAF0326,01/07/2010 10:32:27,Connect
NAF0326,01/07/2010 11:03:37,Disconnect
NAF0326,01/07/2010 15:05:07,Connect
NAF0326,01/07/2010 15:18:57,Disconnect
NAF0326,01/08/2010 07:44:08,Connect
NAF0326,01/08/2010 07:48:04,Disconnect
NAF0326,01/08/2010 09:10:17,Connect
NAF0326,01/08/2010 09:43:33,Disconnect
NAF0326,01/08/2010 13:41:46,Connect
NAF0326,01/08/2010 14:08:41,Disconnect
NAF0326,01/10/2010 07:40:53,Connect
NAF0326,01/10/2010 07:58:39,Disconnect
NAF0326,01/11/2010 09:11:02,Connect
NAF0326,01/11/2010 09:43:46,Disconnect
NAF0326,01/11/2010 13:31:03,Connect
NAF0326,01/11/2010 13:55:24,Disconnect
NAF0326,01/12/2010 10:35:03,Connect
NAF0326,01/12/2010 10:59:17,Disconnect
NAF0326,01/12/2010 14:10:51,Connect
NAF0326,01/12/2010 14:50:33,Disconnect
NAF0326,01/13/2010 08:37:45,Connect
NAF0326,01/13/2010 08:52:48,Disconnect
NAF0326,01/13/2010 09:59:26,Connect
NAF0326,01/13/2010 10:23:02,Disconnect
NAF0326,01/13/2010 11:16:08,Connect
NAF0326,01/13/2010 11:17:16,Disconnect
NAF0326,01/03/2010 09:32:57,email
NAF0326,01/03/2010 09:33:13,email
NAF0326,01/03/2010 09:33:14,email
NAF0326,01/03/2010 09:33:15,email
NAF0326,01/03/2010 09:33:27,email
NAF0326,01/03/2010 09:33:30,email
NAF0326,01/03/2010 09:33:35,email
NAF0326,01/03/2010 09:33:35,email
NAF0326,01/03/2010 09:33:37,email
NAF0326,01/03/2010 09:33:38,email
NAF0326,01/03/2010 09:33:44,email
NAF0326,01/03/2010 09:33:44,email
NAF0326,01/03/2010 09:33:46,email
NAF0326,01/03/2010 09:33:49,email
NAF0326,01/03/2010 09:33:50,email
NAF0326,01/03/2010 09:33:51,email
NAF0326,01/04/2010 12:06:17,email
NAF0326,01/04/2010 12:06:20,email
NAF0326,01/04/2010 12:10:09,email
NAF0326,01/04/2010 12:11:04,email
NAF0326,01/04/2010 12:13:46,email
NAF0326,01/04/2010 12:14:35,email
NAF0326,01/04/2010 12:15:08,email
NAF0326,01/04/2010 12:18:04,email
NAF0326,01/04/2010 12:18:10,email
NAF0326,01/04/2010 12:18:17,email
NAF0326,01/04/2010 12:19:05,email
NAF0326,01/04/2010 12:20:20,email
NAF0326,01/04/2010 12:22:16,email
NAF0326,01/04/2010 12:22:29,email
NAF0326,01/04/2010 13:25:10,email
NAF0326,01/04/2010 13:26:13,email
NAF0326,01/03/2010 15:24:11,file
NAF0326,01/04/2010 10:28:11,file
NAF0326,01/04/2010 10:32:11,file
NAF0326,01/04/2010 10:39:30,file
NAF0326,01/04/2010 10:45:22,file
NAF0326,01/04/2010 10:48:00,file
NAF0326,01/04/2010 10:48:21,file
NAF0326,01/04/2010 10:49:52,file
NAF0326,01/04/2010 11:00:55,file
NAF0326,01/04/2010 11:01:06,file
NAF0326,01/04/2010 11:07:44,file
NAF0326,01/04/2010 11:26:39,file
NAF0326,01/05/2010 12:36:52,file
NAF0326,01/05/2010 12:38:21,file
NAF0326,01/05/2010 12:45:47,file
NAF0326,01/06/2010 14:22:36,file
NAF0326,01/06/2010 14:26:36,file
NAF0326,01/06/2010 15:01:31,file
NAF0326,01/06/2010 15:01:48,file
NAF0326,01/07/2010 10:43:52,file
NAF0326,01/07/2010 10:46:31,file
NAF0326,01/07/2010 10:47:17,file
NAF0326,01/07/2010 10:54:30,file
NAF0326,01/07/2010 11:00:48,file
NAF0326,01/07/2010 15:10:52,file
NAF0326,01/07/2010 15:10:58,file
NAF0326,01/07/2010 15:17:21,file
NAF0326,01/08/2010 07:46:19,file
NAF0326,01/08/2010 07:47:10,file
NAF0326,01/08/2010 09:18:24,file
NAF0326,01/08/2010 13:44:10,file
NAF0326,01/08/2010 13:52:56,file
NAF0326,01/10/2010 07:41:24,file
NAF0326,01/10/2010 07:43:47,file
NAF0326,01/10/2010 07:49:55,file
NAF0326,01/10/2010 07:58:34,file
NAF0326,01/11/2010 09:26:46,file
NAF0326,01/11/2010 09:38:40,file
NAF0326,01/11/2010 13:38:52,file
NAF0326,01/12/2010 10:36:25,file
NAF0326,01/12/2010 10:37:39,file
NAF0326,01/12/2010 10:41:11,file
NAF0326,01/12/2010 10:44:13,file
NAF0326,01/12/2010 14:17:09,file
NAF0326,01/12/2010 14:46:57,file
NAF0326,01/03/2010 07:43:53,http
NAF0326,01/03/2010 07:44:50,http
NAF0326,01/03/2010 07:50:03,http
NAF0326,01/03/2010 07:50:34,http
NAF0326,01/03/2010 07:52:42,http
NAF0326,01/03/2010 07:54:11,http
NAF0326,01/03/2010 07:57:27,http
NAF0326,01/03/2010 07:58:46,http
NAF0326,01/03/2010 08:02:30,http
NAF0326,01/03/2010 08:09:34,http
NAF0326,01/03/2010 08:11:20,http
NAF0326,01/03/2010 08:19:21,http
NAF0326,01/03/2010 08:19:24,http
NAF0326,01/03/2010 08:19:56,http
NAF0326,01/03/2010 08:20:54,http
NAF0326,01/03/2010 08:30:56,http
NAF0326,01/03/2010 08:34:10,http
NAF0326,01/03/2010 08:35:30,http
NAF0326,01/03/2010 08:38:25,http
NAF0326,01/03/2010 08:42:05,http
NAF0326,01/03/2010 08:42:11,http
NAF0326,01/03/2010 08:43:23,http
NAF0326,01/03/2010 08:44:38,http
NAF0326,01/03/2010 08:44:48,http
NAF0326,01/03/2010 08:45:25,http
NAF0326,01/03/2010 08:45:52,http
NAF0326,01/03/2010 09:10:40,http
NAF0326,01/03/2010 09:12:16,http
NAF0326,01/03/2010 09:12:51,http
NAF0326,01/03/2010 09:14:49,http
NAF0326,01/03/2010 09:21:32,http
NAF0326,01/03/2010 09:33:23,http
NAF0326,01/03/2010 09:33:32,http
NAF0326,01/03/2010 09:34:53,http
NAF0326,01/03/2010 09:37:30,http
NAF0326,01/03/2010 09:37:40,http
NAF0326,01/03/2010 09:37:44,http
NAF0326,01/03/2010 09:41:03,http
NAF0326,01/03/2010 10:00:17,http
NAF0326,01/03/2010 10:06:19,http
NAF0326,01/03/2010 10:16:32,http
NAF0326,01/03/2010 10:17:42,http
NAF0326,01/03/2010 10:29:20,http
NAF0326,01/03/2010 10:36:24,http
NAF0326,01/03/2010 10:37:30,http
NAF0326,01/03/2010 10:37:33,http
NAF0326,01/03/2010 10:38:05,http
NAF0326,01/03/2010 10:40:04,http
NAF0326,01/03/2010 10:41:29,http
NAF0326,01/03/2010 10:44:11,http
NAF0326,01/03/2010 10:47:07,http
NAF0326,01/03/2010 10:54:38,http
NAF0326,01/03/2010 11:03:45,http
NAF0326,01/03/2010 11:04:32,http
NAF0326,01/03/2010 11:08:07,http
NAF0326,01/03/2010 11:09:01,http
NAF0326,01/03/2010 11:10:38,http
NAF0326,01/03/2010 11:11:26,http
NAF0326,01/03/2010 11:11:59,http
NAF0326,01/03/2010 11:12:19,http
NAF0326,01/03/2010 11:12:29,http
NAF0326,01/03/2010 11:12:37,http
