user,date,activity
HGG0240,01/04/2010 12:53:02,email
HGG0240,01/04/2010 14:06:26,email
HGG0240,01/04/2010 14:08:12,email
HGG0240,01/04/2010 14:08:21,email
HGG0240,01/04/2010 14:08:27,email
HGG0240,01/04/2010 14:09:23,email
HGG0240,01/04/2010 16:11:34,email
HGG0240,01/04/2010 16:40:14,email
HGG0240,01/04/2010 17:17:09,email
HGG0240,01/05/2010 09:14:22,email
HGG0240,01/04/2010 07:53:00,Logon
HGG0240,01/04/2010 18:07:00,Logoff
HGG0240,01/05/2010 08:03:00,Logon
HGG0240,01/05/2010 17:53:00,Logoff
HGG0240,01/06/2010 07:56:00,Logon
HGG0240,01/06/2010 17:55:00,Logoff
HGG0240,01/07/2010 08:08:00,Logon
HGG0240,01/07/2010 18:00:00,Logoff
HGG0240,01/08/2010 08:00:00,Logon
HGG0240,01/08/2010 18:00:00,Logoff
HGG0240,01/11/2010 07:47:00,Logon
HGG0240,01/11/2010 18:14:00,Logoff
HGG0240,01/12/2010 07:56:00,Logon
HGG0240,01/12/2010 18:06:00,Logoff
HGG0240,01/13/2010 08:05:00,Logon
