user,date,activity
WJD0576,01/04/2010 08:28:46,email
WJD0576,01/04/2010 08:21:00,Logon
WJD0576,01/04/2010 18:33:00,Logoff
WJD0576,01/05/2010 08:40:00,Logon
WJD0576,01/05/2010 18:30:00,Logoff
WJD0576,01/06/2010 08:34:00,Logon
WJD0576,01/06/2010 18:31:00,Logoff
WJD0576,01/07/2010 08:39:00,Logon
WJD0576,01/07/2010 18:26:00,Logoff
WJD0576,01/08/2010 08:32:00,Logon
WJD0576,01/08/2010 18:36:00,Logoff
WJD0576,01/11/2010 08:20:00,Logon
WJD0576,01/11/2010 18:36:00,Logoff
WJD0576,01/12/2010 08:15:00,Logon
WJD0576,01/12/2010 18:45:00,Logoff
WJD0576,01/13/2010 08:40:00,Logon
